COUNTER,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,
31,4191.28,4185.13,4182.56,4187.18,4177.44,4181.03,4177.95,4185.64,4190.26,4187.18,4238.97,4948.21,4193.85,4193.85,2043,2037,113.705,0,0,0,0,
32,4175.38,4174.87,4182.56,4190.26,4183.59,4183.08,4186.15,4183.08,4184.1,4191.28,4234.87,4948.21,4177.95,4185.13,2044,2037,113.705,0,0,0,0,
33,4189.23,4187.69,4187.69,4187.69,4181.03,4180.51,4175.9,4183.59,4183.08,4193.85,4243.59,4951.79,4190.26,4193.85,2044,2037,113.705,0,0,0,0,
34,4180,4183.59,4180.51,4181.03,4182.56,4182.05,4176.92,4188.72,4190.26,4191.28,4239.49,4944.62,4186.15,4188.72,2044,2038,113.705,0,0,0,0,
35,4173.85,4176.92,4181.03,4186.67,4186.15,4183.59,4183.59,4184.1,4186.15,4187.18,4236.41,4951.28,4176.41,4183.08,2044,2039,113.705,0,0,0,0,
36,4190.26,4186.67,4181.03,4181.54,4179.49,4176.41,4175.38,4182.56,4187.69,4190.77,4242.05,4950.77,4192.82,4192.82,2045,2038,113.705,0,0,0,0,
37,4172.82,4180,4182.05,4179.49,4183.59,4183.08,4183.08,4183.08,4184.62,4189.74,4238.46,4941.54,4177.95,4186.15,2044,2038,113.705,0,0,0,0,
38,4187.18,4184.62,4187.18,4183.59,4183.08,4181.54,4177.95,4183.08,4187.69,4189.74,4238.46,4947.69,4185.64,4194.87,2044,2037,113.705,0,0,0,0,
39,4183.59,4179.49,4182.05,4180.51,4184.62,4179.49,4180,4184.62,4191.28,4193.85,4237.44,4949.23,4184.62,4192.31,2045,2038,113.705,0,0,0,0,
40,4174.87,4177.95,4184.1,4184.62,4187.69,4186.67,4185.64,4181.03,4184.1,4192.82,4241.54,4949.74,4175.38,4186.15,2045,2039,113.705,0,0,0,0,
41,4192.31,4188.21,4182.05,4183.08,4179.49,4180.51,4174.36,4184.62,4189.23,4192.31,4244.62,4945.64,4193.33,4193.85,2044,2038,113.705,0,0,0,0,
42,4175.38,4176.92,4180.51,4183.08,4184.1,4182.05,4184.1,4186.15,4185.64,4189.23,4236.41,4944.1,4177.95,4185.64,2044,2038,113.705,0,0,0,0,
43,4185.64,4183.59,4187.69,4184.62,4183.08,4183.08,4179.49,4182.56,4184.1,4190.26,4240,4951.28,4183.08,4194.87,2043,2038,113.705,0,0,0,0,
44,4184.62,4184.62,4181.03,4181.03,4182.05,4178.97,4174.36,4186.15,4190.77,4192.82,4238.97,4948.21,4190.26,4191.28,2044,2038,113.705,0,0,0,0,
45,4175.38,4176.41,4180,4189.23,4184.62,4181.03,4183.59,4182.56,4181.54,4188.72,4238.46,4950.26,4180,4182.05,2045,2038,113.705,0,0,0,0,
46,4192.82,4182.56,4183.08,4184.1,4177.44,4178.46,4176.41,4183.08,4183.59,4188.72,4245.13,4951.79,4192.31,4194.87,2045,2037,113.74,0,0,0,0,
47,4175.9,4174.87,4184.62,4178.46,4184.1,4182.56,4182.56,4185.64,4186.67,4189.74,4240,4947.18,4178.46,4188.21,2046,2038,113.74,0,0,0,0,
48,4187.18,4184.62,4188.72,4184.62,4183.59,4182.05,4180.51,4184.1,4185.64,4190.77,4243.08,4950.26,4183.08,4191.28,2045,2037,113.74,0,0,0,0,
49,4189.23,4187.69,4181.54,4182.56,4176.41,4178.46,4176.92,4185.64,4186.67,4191.28,4243.08,4943.59,4190.77,4190.26,2045,2038,113.74,0,0,0,0,
50,4174.36,4175.9,4183.08,4186.15,4181.54,4182.56,4183.08,4180.51,4181.54,4189.74,4238.46,4947.18,4177.44,4184.62,2045,2037,113.74,0,0,0,0,
51,4193.85,4182.56,4186.15,4185.13,4179.49,4180,4175.9,4179.49,4189.74,4191.28,4241.03,4953.33,4191.79,4198.46,2043,2038,113.74,0,0,0,0,
52,4177.95,4175.9,4181.54,4183.08,4180.51,4182.05,4181.54,4182.05,4190.26,4189.23,4235.9,4946.67,4181.03,4188.72,2043,2038,113.804,0,0,0,0,
53,4182.05,4183.59,4184.62,4188.21,4180,4178.46,4178.46,4181.54,4184.1,4188.72,4238.97,4949.74,4182.56,4188.72,2044,2039,113.804,0,0,0,0,
54,4188.72,4187.18,4182.56,4182.56,4180.51,4174.87,4176.92,4188.21,4188.21,4189.74,4238.97,4946.15,4189.23,4190.26,2044,2038,113.804,0,0,0,0,
55,4173.33,4177.44,4186.15,4182.05,4185.64,4183.59,4186.15,4185.64,4184.1,4188.72,4238.97,4948.21,4174.87,4183.08,2045,2038,113.804,0,0,0,0,
56,4190.77,4187.69,4186.67,4180.51,4178.97,4180.51,4174.36,4182.05,4188.21,4193.85,4246.15,4952.82,4190.26,4196.41,2043,2038,113.804,0,0,0,0,
57,4178.46,4180,4180.51,4181.03,4181.03,4182.05,4179.49,4184.1,4189.23,4191.28,4241.03,4945.13,4177.95,4190.26,2043,2038,113.804,0,0,0,0,
58,4178.97,4182.05,4185.13,4185.64,4182.56,4184.1,4183.59,4182.05,4182.56,4187.69,4243.59,4947.18,4177.44,4189.23,2044,2037,113.804,0,0,0,0,
59,4185.13,4186.15,4182.05,4181.03,4178.97,4179.49,4176.41,4184.1,4187.69,4191.79,4244.62,4945.64,4192.82,4192.82,2044,2037,113.804,0,0,0,0,
60,4171.79,4175.38,4181.54,4186.67,4182.56,4184.1,4182.56,4183.59,4187.18,4186.67,4238.97,4945.64,4176.92,4184.62,2043,2037,113.804,0,0,0,0,
61,4193.33,4184.62,4184.62,4187.18,4177.44,4181.03,4174.87,4185.13,4188.72,4183.59,4242.56,4950.77,4188.21,4192.31,2045,2039,113.894,0,0,0,0,
62,4180,4179.49,4182.05,4180,4181.54,4181.03,4178.97,4186.15,4186.15,4188.21,4239.49,4947.69,4182.56,4184.1,2044,2039,113.894,0,0,0,0,
63,4175.9,4180,4186.15,4184.1,4184.1,4185.13,4181.54,4181.03,4183.59,4191.28,4241.03,4951.79,4178.46,4187.69,2045,2038,113.894,0,0,0,0,
64,4187.18,4183.59,4183.59,4182.05,4175.9,4179.49,4175.38,4184.62,4192.82,4194.36,4240.51,4949.23,4190.26,4197.44,2045,2038,113.894,0,0,0,0,
65,4170.26,4172.31,4182.56,4184.1,4182.56,4182.56,4187.18,4185.13,4184.62,4191.79,4234.36,4946.67,4175.38,4184.62,2044,2038,113.894,0,0,0,0,
66,4189.74,4185.64,4184.62,4185.64,4183.08,4183.59,4180,4183.59,4184.1,4191.79,4242.05,4949.23,4188.21,4190.77,2045,2038,113.894,0,0,0,0,
67,4180.51,4183.08,4180,4183.08,4181.03,4184.1,4177.95,4185.13,4187.69,4192.82,4238.97,4944.62,4184.1,4187.18,2044,2039,113.894,0,0,0,0,
68,4174.87,4178.46,4185.64,4187.18,4179.49,4185.64,4181.54,4181.54,4183.08,4188.72,4238.97,4949.23,4177.95,4187.69,2044,2036,113.894,0,0,0,0,
69,4191.79,4184.1,4182.05,4182.05,4176.92,4180,4177.44,4184.62,4188.72,4189.23,4243.59,4947.69,4193.33,4197.44,2044,2037,113.894,0,0,0,0,
70,4174.87,4176.41,4178.46,4183.08,4185.64,4184.1,4185.64,4186.67,4183.59,4189.74,4238.46,4944.1,4176.41,4188.21,2044,2038,113.894,0,0,0,0,
71,4187.69,4188.21,4186.67,4186.15,4181.03,4181.54,4176.41,4186.15,4182.56,4190.26,4241.54,4948.72,4186.67,4195.38,2045,2038,113.987,0,0,0,0,
72,4184.1,4185.13,4184.1,4183.59,4178.97,4180,4177.44,4186.67,4188.21,4191.28,4241.03,4946.15,4189.23,4188.72,2044,2037,113.987,0,0,0,0,
73,4178.97,4176.41,4183.08,4187.69,4182.05,4182.56,4183.59,4180,4182.05,4191.79,4241.54,4950.77,4178.46,4185.64,2043,2039,113.987,0,0,0,0,
74,4194.36,4186.67,4181.03,4180.51,4178.97,4176.92,4173.85,4182.05,4186.15,4193.85,4243.08,4949.23,4191.28,4200.51,2045,2039,113.987,0,0,0,0,
75,4175.9,4180,4183.59,4181.03,4184.1,4183.08,4184.62,4184.62,4186.15,4190.77,4238.46,4946.67,4178.46,4189.74,2043,2038,113.987,0,0,0,0,
76,4186.67,4181.54,4188.21,4186.67,4178.46,4184.1,4181.54,4182.56,4186.15,4191.79,4241.54,4953.85,4189.23,4190.77,2044,2037,113.987,0,0,0,0,
77,4185.13,4177.95,4181.54,4178.46,4175.9,4178.97,4175.9,4186.67,4188.72,4194.36,4240,4945.13,4190.26,4190.77,2045,2038,113.987,0,0,0,0,
78,4176.41,4178.46,4186.67,4181.54,4185.13,4181.54,4180.51,4184.62,4184.1,4192.82,4240,4945.13,4175.38,4187.69,2045,2037,113.987,0,0,0,0,
79,4192.82,4188.72,4187.18,4183.59,4182.05,4177.44,4174.36,4183.08,4190.77,4195.9,4242.05,4949.23,4193.33,4195.38,2044,2039,113.987,0,0,0,0,
80,4176.92,4176.41,4183.59,4183.08,4184.62,4183.08,4182.05,4182.56,4186.67,4192.31,4237.95,4946.67,4182.05,4184.1,2045,2039,113.987,0,0,0,0,
81,4187.69,4182.05,4188.21,4185.13,4183.59,4183.59,4177.44,4180,4183.08,4188.21,4245.13,4952.82,4186.15,4191.28,2044,2039,113.987,0,0,0,0,
82,4187.18,4182.05,4181.54,4181.03,4180.51,4178.46,4173.33,4182.05,4190.26,4190.26,4241.03,4948.72,4190.77,4193.33,2044,2038,113.987,0,0,0,0,
83,4172.82,4176.92,4184.1,4185.64,4186.15,4182.05,4181.03,4180,4184.62,4189.23,4236.92,4947.69,4177.44,4184.62,2044,2039,113.987,0,0,0,0,
84,4192.82,4190.26,4187.18,4184.1,4182.56,4177.95,4173.85,4183.59,4186.67,4189.23,4243.59,4948.72,4191.28,4193.33,2044,2039,114.084,0,0,0,0,
85,4177.95,4179.49,4183.08,4182.05,4180.51,4182.05,4181.54,4185.64,4187.69,4188.21,4237.95,4945.64,4177.95,4185.64,2045,2038,114.084,0,0,0,0,
86,4184.1,4182.05,4187.69,4186.67,4178.97,4182.56,4179.49,4181.03,4187.18,4190.77,4238.97,4949.74,4182.56,4190.77,2044,2039,114.084,0,0,0,0,
87,4188.21,4187.18,4183.08,4181.03,4182.05,4175.38,4175.9,4183.59,4191.79,4192.82,4240,4946.67,4194.87,4191.79,2044,2039,114.084,0,0,0,0,
88,4173.85,4179.49,4181.54,4184.62,4188.72,4178.97,4184.62,4180.51,4185.13,4187.18,4238.97,4949.23,4178.97,4182.56,2044,2039,114.084,0,0,0,0,
89,4194.36,4188.72,4185.13,4186.15,4178.97,4176.92,4176.92,4181.03,4188.72,4189.74,4241.54,4949.74,4191.28,4194.87,2044,2038,114.084,0,0,0,0,
90,4180.51,4178.97,4182.56,4184.1,4181.03,4180.51,4184.62,4184.62,4191.28,4192.82,4235.38,4944.1,4182.05,4188.21,2045,2038,114.084,0,0,0,0,
91,4181.54,4180.51,4183.08,4185.64,4183.59,4182.05,4183.08,4180.51,4187.69,4191.79,4240,4951.28,4181.03,4188.72,2045,2039,114.084,0,0,0,0,
92,4189.23,4186.67,4179.49,4178.97,4178.46,4178.46,4175.9,4182.56,4191.28,4190.26,4241.03,4947.18,4192.82,4191.28,2045,2038,114.084,0,0,0,0,
93,4171.79,4175.38,4182.56,4182.05,4182.56,4183.59,4187.18,4185.13,4184.1,4188.21,4235.9,4945.64,4179.49,4182.56,2045,2038,114.084,0,0,0,0,
94,4187.69,4182.56,4184.1,4185.64,4179.49,4178.46,4178.97,4185.13,4187.69,4190.77,4242.56,4952.82,4191.79,4193.33,2044,2038,114.084,0,0,0,0,
95,4178.97,4176.92,4178.97,4182.05,4183.59,4180,4182.05,4182.56,4189.74,4191.79,4240,4948.72,4181.03,4187.18,2045,2037,114.084,0,0,0,0,
96,4178.97,4181.03,4183.59,4182.56,4184.62,4184.62,4185.13,4180,4183.59,4191.28,4238.97,4950.77,4175.38,4185.64,2045,2037,114.226,0,0,0,0,
97,4187.69,4188.21,4182.56,4178.46,4178.97,4180,4176.92,4185.13,4188.21,4193.33,4240.51,4948.72,4188.72,4190.77,2043,2039,114.226,0,0,0,0,
98,4173.85,4176.41,4185.13,4183.59,4185.13,4183.08,4183.59,4181.54,4182.05,4190.77,4238.97,4947.69,4177.44,4184.62,2045,2039,114.226,0,0,0,0,
99,4191.79,4183.59,4189.23,4184.62,4181.03,4179.49,4178.46,4179.49,4183.08,4190.77,4239.49,4950.77,4193.33,4194.87,2044,2039,114.226,0,0,0,0,
100,4178.97,4177.95,4181.03,4181.03,4181.54,4179.49,4183.08,4183.59,4188.72,4192.31,4233.85,4945.13,4185.64,4188.72,2045,2038,114.226,0,0,0,0,
101,4176.41,4179.49,4182.56,4186.15,4183.59,4183.59,4186.67,4181.03,4184.62,4188.21,4238.97,4949.23,4177.44,4188.21,2044,2038,114.226,0,0,0,0,
102,4193.33,4188.21,4183.59,4182.56,4176.92,4179.49,4180,4184.1,4188.21,4188.72,4243.59,4948.21,4192.82,4196.41,2044,2038,114.226,0,0,0,0,
103,4176.41,4174.36,4184.1,4185.64,4181.54,4183.59,4186.15,4185.13,4187.18,4190.77,4236.41,4946.15,4176.92,4184.62,2044,2038,114.226,0,0,0,0,
104,4188.72,4181.03,4185.64,4188.21,4180.51,4180.51,4176.92,4183.08,4190.26,4195.38,4240.51,4953.33,4184.1,4191.79,2045,2038,114.226,0,0,0,0,
105,4180,4182.05,4179.49,4180.51,4182.05,4180,4178.46,4184.1,4189.74,4195.9,4238.97,4948.21,4180.51,4189.23,2045,2037,114.226,0,0,0,0,
106,4175.9,4181.54,4185.13,4184.62,4183.08,4183.59,4183.08,4183.59,4182.56,4190.77,4240.51,4948.21,4175.9,4187.18,2044,2037,114.226,0,0,0,0,
107,4192.82,4186.67,4183.59,4182.56,4177.95,4177.44,4173.85,4187.18,4190.26,4193.33,4243.59,4946.67,4193.85,4194.87,2044,2038,114.226,0,0,0,0,
108,4173.85,4174.87,4180.51,4182.05,4183.08,4182.05,4185.64,4184.1,4186.15,4194.36,4236.92,4946.15,4176.92,4183.08,2044,2037,114.226,0,0,0,0,
109,4188.21,4186.67,4186.67,4185.64,4180.51,4181.54,4181.54,4179.49,4185.13,4193.85,4241.54,4950.77,4184.1,4192.31,2044,2039,114.226,0,0,0,0,
110,4186.15,4186.67,4183.08,4181.54,4181.03,4177.95,4177.95,4185.64,4191.28,4191.28,4239.49,4945.64,4187.69,4191.79,2045,2038,114.226,0,0,0,0,
111,4174.87,4177.44,4185.13,4184.62,4186.15,4183.59,4184.62,4185.64,4182.56,4187.18,4237.44,4950.26,4179.49,4184.1,2044,2038,114.226,0,0,0,0,
112,4190.77,4184.62,4184.1,4182.05,4180,4180,4177.44,4186.15,4186.15,4192.82,4241.54,4950.77,4195.38,4194.87,2043,2038,114.226,0,0,0,0,
113,4176.92,4176.92,4182.05,4184.1,4185.64,4179.49,4186.15,4184.62,4187.69,4193.33,4236.41,4947.69,4178.46,4186.67,2045,2038,114.313,0,0,0,0,
114,4188.72,4184.1,4188.21,4187.69,4183.59,4177.44,4181.03,4183.08,4185.64,4191.28,4240.51,4953.85,4183.59,4190.26,2045,2038,114.313,0,0,0,0,
115,4187.69,4184.1,4185.13,4180.51,4177.44,4179.49,4176.92,4186.15,4187.69,4192.31,4242.05,4947.69,4190.77,4189.23,2044,2038,114.313,0,0,0,0,
116,4175.38,4178.97,4185.64,4184.1,4182.56,4186.67,4184.1,4180,4183.08,4190.26,4240.51,4948.72,4180,4184.62,2044,2037,114.313,0,0,0,0,
117,4194.87,4188.72,4183.08,4184.1,4181.03,4178.46,4173.33,4180,4188.21,4190.26,4242.05,4953.33,4195.38,4197.44,2045,2038,114.313,0,0,0,0,
118,4177.44,4176.92,4180,4182.05,4182.56,4178.97,4178.97,4185.64,4186.67,4189.23,4238.46,4946.67,4181.03,4189.23,2044,2039,114.313,0,0,0,0,
119,4186.67,4183.59,4187.18,4183.08,4178.97,4182.05,4178.97,4183.59,4184.62,4189.23,4242.56,4947.18,4184.1,4191.79,2045,2037,114.313,0,0,0,0,
120,4191.79,4186.15,4182.05,4178.46,4175.38,4178.97,4174.87,4183.59,4192.31,4193.33,4239.49,4946.15,4192.31,4193.33,2044,2037,114.313,0,0,0,0,
121,4173.33,4176.41,4183.08,4184.62,4182.05,4183.59,4182.05,4181.54,4185.13,4192.82,4236.92,4950.26,4177.44,4184.62,2044,2039,114.313,0,0,0,0,
122,4189.74,4187.18,4186.67,4185.13,4176.92,4180,4176.92,4184.62,4184.1,4191.79,4241.54,4949.74,4192.31,4192.31,2043,2039,114.313,0,0,0,0,
123,4180,4178.97,4183.08,4182.56,4177.95,4182.05,4185.13,4184.62,4184.1,4189.74,4237.95,4945.13,4184.62,4186.67,2044,2038,114.313,0,0,0,0,
124,4184.62,4177.95,4185.64,4186.15,4182.05,4182.56,4182.05,4178.97,4182.05,4189.23,4242.05,4956.92,4185.64,4192.31,2044,2038,114.313,0,0,0,0,
125,4188.21,4182.05,4181.54,4183.59,4183.59,4178.46,4173.85,4185.13,4188.72,4188.72,4238.46,4952.82,4191.28,4193.33,2045,2038,114.381,0,0,0,0,
126,4173.33,4176.41,4184.62,4187.18,4187.69,4184.1,4182.05,4186.15,4185.13,4185.64,4233.85,4947.69,4173.33,4183.08,2043,2039,114.381,0,0,0,0,
127,4193.33,4186.15,4187.69,4184.62,4181.54,4181.54,4174.87,4182.56,4187.18,4190.26,4242.05,4951.79,4189.74,4194.87,2044,2038,114.381,0,0,0,0,
128,4180,4175.9,4181.54,4181.03,4183.08,4182.05,4181.03,4183.59,4187.69,4191.79,4238.46,4946.15,4182.56,4185.64,2045,2038,114.381,0,0,0,0,
0,4179.49,4176.41,4185.64,4187.18,4181.54,4182.05,4183.08,4183.59,4183.08,4189.74,4238.46,4948.21,4179.49,4187.69,2044,2038,114.381,0,0,0,0,
1,4188.21,4182.56,4183.08,4182.56,4179.49,4179.49,4176.41,4185.64,4190.77,4193.33,4242.05,4946.15,4192.82,4198.97,2044,2038,114.381,0,0,0,0,
2,4173.33,4174.87,4180.51,4185.13,4189.23,4186.67,4184.1,4180.51,4186.15,4192.31,4241.54,4945.64,4178.46,4187.69,2044,2037,114.381,0,0,0,0,
3,4192.82,4186.67,4182.56,4186.67,4182.56,4180.51,4176.41,4180.51,4184.62,4191.28,4242.56,4951.28,4190.77,4193.85,2043,2037,114.381,0,0,0,0,
4,4180.51,4181.03,4180,4179.49,4180.51,4179.49,4181.54,4184.1,4187.69,4191.28,4234.87,4946.15,4184.1,4189.74,2044,2039,114.381,0,0,0,0,
5,4175.38,4178.97,4184.62,4183.08,4183.08,4184.62,4183.59,4180,4187.69,4189.74,4236.41,4947.69,4178.46,4188.72,2044,2037,114.385,0,0,0,0,
6,4190.26,4186.15,4182.05,4182.05,4177.95,4180.51,4172.31,4185.13,4192.82,4190.77,4241.54,4947.69,4193.85,4193.33,2044,2039,114.392,0,0,0,0,
7,4175.38,4176.92,4183.59,4184.1,4182.05,4185.13,4181.54,4185.64,4183.59,4188.21,4238.97,4949.23,4180.51,4183.08,2046,2038,114.451,0,0,0,0,
8,4187.69,4184.1,4188.21,4185.64,4181.03,4183.59,4179.49,4181.54,4186.67,4190.77,4243.08,4950.77,4192.82,4192.31,2046,2039,114.455,0,0,0,0,
9,4177.95,4181.03,4181.54,4180.51,4183.08,4180.51,4181.54,4185.64,4193.85,4192.31,4240,4944.1,4187.18,4187.69,2044,2038,114.455,0,0,0,0,
10,4176.41,4182.56,4183.59,4184.1,4186.15,4183.08,4181.03,4183.59,4186.15,4187.69,4242.05,4951.79,4176.41,4186.15,2045,2038,114.455,0,0,0,0,
11,4193.85,4189.74,4182.56,4182.05,4177.44,4178.97,4172.82,4182.56,4189.74,4190.26,4244.62,4950.77,4193.85,4194.36,2044,2037,114.455,0,0,0,0,
12,4174.87,4175.38,4181.54,4184.62,4178.97,4182.05,4184.62,4183.59,4186.67,4193.33,4237.44,4944.62,4181.03,4183.08,2045,2040,114.455,0,0,0,0,
13,4188.72,4181.54,4184.1,4185.13,4178.46,4181.54,4175.9,4186.67,4184.1,4191.79,4242.05,4952.31,4187.18,4194.36,2044,2039,114.455,0,0,0,0,
14,4186.15,4180,4180.51,4180,4181.03,4182.05,4173.85,4185.64,4187.69,4187.18,4241.03,4947.69,4185.64,4194.36,2045,2039,114.553,0,0,0,0,
15,4177.44,4176.92,4188.21,4187.69,4183.59,4185.13,4185.13,4177.44,4183.59,4188.72,4240,4947.18,4177.44,4184.62,2046,2038,114.553,0,0,0,0,
16,4193.85,4189.23,4187.69,4186.15,4176.41,4180.51,4177.44,4182.56,4189.23,4195.38,4244.1,4947.69,4192.31,4192.82,2045,2037,114.553,0,0,0,0,
17,4176.41,4179.49,4180,4185.13,4182.05,4183.59,4181.54,4186.67,4187.18,4191.79,4238.46,4945.64,4177.95,4187.69,2044,2039,114.553,0,0,0,0,
18,4185.64,4182.56,4183.59,4186.15,4180.51,4181.54,4180,4182.05,4184.62,4190.77,4240,4949.74,4188.72,4192.82,2045,2040,114.553,0,0,0,0,
19,4186.15,4182.05,4182.05,4179.49,4179.49,4179.49,4181.03,4183.59,4189.23,4192.31,4240,4944.62,4192.31,4188.21,2045,2040,114.553,0,0,0,0,
20,4177.95,4181.54,4185.13,4184.1,4184.1,4184.1,4184.1,4183.08,4185.64,4189.74,4241.03,4947.18,4177.44,4184.62,2044,2039,114.553,0,0,0,0,
21,4192.82,4191.79,4184.62,4183.08,4177.95,4176.92,4172.31,4186.15,4188.72,4192.82,4243.59,4950.26,4193.33,4197.95,2044,2039,114.553,0,0,0,0,
22,4173.85,4180,4181.54,4181.03,4187.69,4180,4182.56,4186.15,4185.64,4193.33,4237.95,4946.67,4181.54,4188.21,2044,2039,114.553,0,0,0,0,
23,4181.03,4186.15,4189.23,4184.62,4189.74,4180.51,4180,4178.97,4188.21,4189.74,4243.08,4951.79,4184.62,4189.74,2044,2039,114.553,0,0,0,0,
24,4182.05,4187.69,4187.18,4180,4180.51,4175.38,4173.33,4184.1,4194.36,4190.26,4241.54,4948.72,4192.31,4189.74,2044,2039,114.553,0,0,0,0,
25,4172.82,4175.9,4184.62,4181.54,4182.56,4181.03,4181.03,4187.18,4182.56,4189.23,4236.41,4949.74,4180,4184.1,2044,2040,114.64,0,0,0,0,
26,4193.85,4183.08,4184.62,4181.03,4181.54,4180,4174.36,4184.62,4184.62,4189.74,4241.54,4950.26,4193.33,4194.87,2043,2039,114.64,0,0,0,0,
27,4173.85,4176.41,4185.13,4184.1,4184.62,4183.08,4180,4183.08,4188.72,4188.72,4236.92,4947.69,4183.08,4184.1,2044,2038,114.64,0,0,0,0,
28,4179.49,4183.08,4189.23,4189.74,4181.54,4184.62,4178.46,4183.08,4186.67,4189.23,4240,4951.79,4188.21,4188.21,2045,2038,114.64,0,0,0,0,
29,4189.23,4186.15,4183.08,4182.05,4176.92,4181.54,4174.87,4186.15,4191.28,4192.82,4240,4945.13,4195.38,4192.82,2045,2039,114.64,0,0,0,0,
30,4172.82,4174.87,4183.59,4184.62,4183.59,4185.64,4184.1,4184.62,4188.21,4189.74,4237.95,4946.67,4176.92,4184.1,2043,2038,114.64,0,0,0,0,
31,4190.77,4183.59,4183.59,4186.15,4179.49,4180,4178.97,4187.69,4191.28,4190.77,4243.59,4952.82,4191.79,4194.36,2045,2038,114.64,0,0,0,0,
32,4178.97,4178.97,4179.49,4182.56,4180.51,4179.49,4185.64,4187.69,4189.23,4191.79,4237.95,4945.13,4183.08,4187.69,2045,2040,114.64,0,0,0,0,
33,4178.46,4184.1,4188.21,4185.13,4182.05,4182.05,4181.03,4178.97,4182.56,4190.26,4241.03,4947.18,4179.49,4189.74,2044,2038,114.64,0,0,0,0,
34,4186.67,4187.18,4185.64,4181.54,4178.97,4179.49,4174.36,4183.59,4187.69,4190.26,4243.59,4945.13,4191.28,4194.36,2044,2037,114.64,0,0,0,0,
35,4174.87,4174.36,4184.1,4185.64,4183.59,4185.13,4187.18,4182.56,4184.1,4188.21,4238.46,4945.64,4176.41,4183.59,2045,2038,114.64,0,0,0,0,
36,4191.28,4184.62,4187.69,4185.13,4178.97,4179.49,4177.44,4180,4188.21,4189.74,4242.56,4951.28,4191.28,4192.31,2045,2038,114.64,0,0,0,0,
37,4177.95,4181.54,4183.08,4180.51,4180,4178.46,4180,4184.1,4190.77,4189.74,4240.51,4944.62,4186.67,4186.15,2044,2039,114.64,0,0,0,0,
38,4178.97,4181.03,4186.15,4186.15,4182.05,4183.59,4183.59,4183.59,4183.59,4189.74,4242.56,4947.69,4180,4186.15,2043,2038,114.645,0,0,0,0,
39,4190.26,4183.59,4184.1,4182.05,4179.49,4178.46,4175.9,4184.62,4188.72,4193.85,4243.08,4947.69,4191.28,4192.82,2043,2038,114.651,0,0,0,0,
40,4171.79,4174.36,4184.1,4183.59,4185.64,4181.03,4185.64,4181.54,4186.15,4191.79,4238.46,4947.69,4174.36,4183.59,2044,2039,114.66,0,0,0,0,
41,4188.72,4186.15,4187.69,4185.64,4178.46,4178.46,4177.95,4182.05,4189.23,4193.33,4242.56,4952.82,4186.15,4192.82,2045,2039,114.668,0,0,0,0,
42,4180,4180,4182.56,4181.54,4181.03,4180,4177.44,4186.15,4192.82,4193.85,4238.97,4946.67,4184.62,4188.21,2044,2038,114.676,0,0,0,0,
43,4176.41,4179.49,4186.15,4186.15,4188.21,4184.62,4182.05,4181.54,4183.59,4191.28,4241.54,4950.26,4179.49,4188.21,2044,2040,114.684,0,0,0,0,
44,4193.85,4188.21,4183.59,4182.56,4180.51,4178.97,4174.87,4183.59,4186.67,4190.26,4244.62,4948.21,4192.31,4197.44,2045,2040,114.691,0,0,0,0,
45,4175.38,4175.38,4180.51,4184.1,4183.59,4182.56,4182.05,4185.13,4184.1,4187.18,4237.95,4945.64,4175.9,4184.62,2045,2039,114.699,0,0,0,0,
46,4188.72,4184.1,4186.67,4186.15,4183.08,4182.05,4177.95,4183.08,4184.62,4188.72,4241.03,4951.28,4187.18,4189.74,2045,2038,114.707,0,0,0,0,
47,4184.1,4183.08,4184.1,4181.03,4181.03,4178.97,4181.54,4184.62,4188.72,4190.26,4240,4945.64,4185.64,4187.18,2045,2037,114.715,0,0,0,0,
48,4175.9,4179.49,4186.15,4184.1,4182.05,4180.51,4185.64,4183.08,4184.62,4189.23,4240.51,4948.72,4175.38,4185.13,2043,2037,114.723,0,0,0,0,
49,4190.26,4186.67,4183.59,4181.54,4179.49,4178.46,4177.44,4186.15,4188.72,4191.28,4242.56,4950.26,4190.77,4195.9,2044,2037,114.73,0,0,0,0,
50,4172.31,4174.87,4181.03,4182.56,4184.62,4185.13,4187.69,4183.59,4187.18,4191.28,4237.95,4947.69,4174.87,4186.15,2044,2039,114.739,0,0,0,0,
51,4185.13,4181.54,4182.56,4185.13,4180.51,4181.03,4181.03,4179.49,4187.69,4191.79,4243.59,4950.26,4184.1,4191.28,2044,2037,114.746,0,0,0,0,
52,4185.13,4180.51,4179.49,4181.03,4181.03,4177.95,4175.9,4183.59,4190.26,4190.77,4243.08,4944.1,4190.26,4189.74,2045,2038,114.755,0,0,0,0,
53,4174.36,4175.38,4186.15,4186.15,4186.67,4185.13,4182.05,4183.08,4183.08,4186.67,4241.03,4950.26,4175.9,4185.64,2045,2037,114.763,0,0,0,0,
54,4190.26,4186.15,4185.64,4183.08,4176.92,4181.54,4173.85,4183.59,4189.74,4191.79,4241.54,4952.82,4189.23,4195.38,2045,2038,114.771,0,0,0,0,
55,4175.9,4176.41,4182.56,4181.54,4180.51,4182.56,4182.05,4181.03,4188.21,4191.28,4237.44,4946.67,4179.49,4186.67,2045,2039,114.778,0,0,0,0,
